,user_id,movie_id,rating,timestamp,gender,age,occupation,zip,title,genres,for_testing
965921,3539,3272,4,966931650,F,25,4,77006,Bad Lieutenant (1992),Crime|Drama,False
754633,3837,3361,4,965932832,M,25,17,28804,Bull Durham (1988),Comedy,False
291407,3332,2890,5,967850126,M,25,7,06854,Three Kings (1999),Drama|War,False
938825,3934,3225,3,965703061,M,25,0,44512,Down to You (2000),Comedy|Romance,False
519312,4224,2874,4,965314096,F,45,1,48198,"Pajama Game, The (1957)",Comedy,False
542876,4186,3264,3,1017758944,M,25,7,33308,Buffy the Vampire Slayer (1992),Comedy|Horror,False
893732,4472,3285,4,966535072,F,45,16,14424,"Beach, The (2000)",Adventure|Drama,False
865055,1088,2491,1,1039747636,F,1,10,98103,Simply Irresistible (1999),Comedy|Romance,False
978819,2872,369,4,972422150,M,25,20,94014,Mrs. Parker and the Vicious Circle (1994),Drama,False
688466,4411,2991,3,970365539,M,18,4,92122,Live and Let Die (1973),Action,False
938752,1051,3225,1,1013282917,F,25,0,60513,Down to You (2000),Comedy|Romance,False
493612,948,2407,4,975163040,M,56,12,43056,Cocoon (1985),Comedy|Sci-Fi,False
219176,4930,2366,4,962653490,M,50,17,63033,King Kong (1933),Action|Adventure|Horror,False
832039,1264,1895,3,974822379,M,25,1,53711,Can't Hardly Wait (1998),Comedy|Drama|Romance,False
593064,1613,3798,3,974730200,M,18,20,61801,What Lies Beneath (2000),Thriller,False
969146,4948,2905,4,962650162,M,45,2,94618,Sanjuro (1962),Action|Adventure,False
741237,2077,196,4,980062444,M,18,0,55112,Species (1995),Horror|Sci-Fi,False
993402,2590,2853,2,973840969,M,18,4,94044,"Communion (a.k.a. Alice, Sweet Alice/Holy Terror) (1977)",Horror,False
461744,3721,3037,3,966225354,M,25,15,94065,Little Big Man (1970),Comedy|Drama|Western,False
236044,2818,3793,3,972668435,M,25,12,55106,X-Men (2000),Action|Sci-Fi,False
440805,5433,592,2,960048563,F,35,17,45014,Batman (1989),Action|Adventure|Crime|Drama,False
629969,5262,3457,2,961193888,F,25,14,46220,Waking the Dead (1999),Drama,False
147399,3081,1953,5,969800154,M,25,7,77252,"French Connection, The (1971)",Action|Crime|Drama|Thriller,False
838177,1231,2682,3,974919730,M,25,12,60515,Limbo (1999),Drama,False
551095,5198,203,3,961688036,F,18,4,55118,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,False
731517,1242,1189,5,974834830,F,35,0,10014,"Thin Blue Line, The (1988)",Documentary,False
913827,4156,2130,4,965501203,M,56,20,95123,Atlantic City (1980),Crime|Drama|Romance,False
984278,3072,2151,3,969939595,M,50,1,55126,"Gods Must Be Crazy II, The (1989)",Comedy,False
137293,3269,593,5,968198981,F,18,20,45220,"Silence of the Lambs, The (1991)",Drama|Thriller,False
807599,31,1281,3,978121417,M,56,7,06840,"Great Dictator, The (1940)",Comedy,False
658015,2030,2143,1,974746030,M,25,4,77345,Legend (1985),Adventure|Fantasy|Romance,False
304094,1356,2395,3,974771290,F,18,4,91706,Rushmore (1998),Comedy,False
804933,6000,3197,3,956884829,M,45,17,30075,"Presidio, The (1988)",Action,False
834309,2676,1251,4,973402342,M,56,20,78731,8 1/2 (1963),Drama,False
572716,4917,708,4,962674728,M,45,0,27312,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,False
431987,3610,2496,4,966610417,M,18,6,30064,Blast from the Past (1999),Comedy|Romance,False
35723,3415,588,4,967518126,M,35,7,80129,Aladdin (1992),Animation|Children's|Comedy|Musical,False
599494,3151,257,5,968915888,F,25,0,92870,Just Cause (1995),Mystery|Thriller,False
194880,1752,2167,4,975729024,M,25,3,96813,Blade (1998),Action|Adventure|Horror,False
782904,1260,3152,4,974926595,M,25,17,28262,"Last Picture Show, The (1971)",Drama,False
514943,4867,2005,4,962851630,M,25,16,04101,"Goonies, The (1985)",Adventure|Children's|Fantasy,False
747345,3824,2411,2,966540556,M,25,17,32308,Rocky IV (1985),Action|Drama,False
870686,4837,2468,1,962896295,M,25,5,46254,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller,False
326729,5039,3717,1,962511971,F,35,4,97068,Gone in 60 Seconds (2000),Action|Crime,False
312958,224,497,3,976833386,F,18,4,14850,Much Ado About Nothing (1993),Comedy|Romance,False
976312,5812,3559,3,968567260,F,25,7,92120,Limelight (1952),Drama,False
74244,3536,1687,5,966888418,M,18,4,57103,"Jackal, The (1997)",Action|Thriller,False
132882,3414,736,4,967487035,M,25,17,75146,Twister (1996),Action|Adventure|Romance|Thriller,False
708217,3311,3774,2,967960203,M,25,4,90039,House Party 2 (1991),Comedy,False
814571,5547,1680,4,959477384,F,18,4,10025,Sliding Doors (1998),Drama|Romance,False
765170,3808,3506,3,965966035,M,25,7,60010,North Dallas Forty (1979),Comedy|Drama,False
604742,1395,1396,4,975006261,M,25,2,07026,Sneakers (1992),Crime|Drama|Sci-Fi,False
145104,2581,2396,5,973888399,M,25,11,60611,Shakespeare in Love (1998),Comedy|Romance,False
366580,1354,1059,4,975455873,F,25,2,94040,William Shakespeare's Romeo and Juliet (1996),Drama|Romance,False
505107,3285,2795,3,968211371,M,25,4,44706,Vacation (1983),Comedy,False
375088,3182,3252,4,968781021,M,25,12,12866,Scent of a Woman (1992),Drama,False
412324,2670,1584,3,973547931,M,35,6,94598,Contact (1997),Drama|Sci-Fi,False
483975,456,924,3,976300856,M,35,0,55105,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller,False
482465,2340,2252,4,974422516,M,35,2,48104,Hero (1992),Comedy|Drama,False
609899,5702,1487,4,958579287,M,18,0,90034,Selena (1997),Drama|Musical,False
841634,1980,2385,1,974774543,M,35,7,06460,Home Fries (1998),Comedy|Romance,False
179762,5395,356,3,960324005,M,50,1,13224,Forrest Gump (1994),Comedy|Romance|War,False
916225,2041,3317,5,988579840,F,25,20,24015,Wonder Boys (2000),Comedy|Drama,False
114994,81,1084,5,977786203,F,25,0,60640,Bonnie and Clyde (1967),Crime|Drama,False
450430,2101,316,3,974653066,M,25,16,48309,Stargate (1994),Action|Adventure|Sci-Fi,False
845452,3768,2815,1,966273733,M,25,4,86314,Iron Eagle (1986),Action|War,False
397450,4957,300,5,962906074,M,25,2,48197,Quiz Show (1994),Drama,False
13815,6006,595,4,957032936,F,1,0,01036,Beauty and the Beast (1991),Animation|Children's|Musical,False
340423,2383,17,4,974419387,F,25,14,95125,Sense and Sensibility (1995),Drama|Romance,False
931604,3271,1131,5,968198376,F,35,0,92704,Jean de Florette (1986),Drama,False
227603,5006,2987,4,962585541,M,35,3,48827,Who Framed Roger Rabbit? (1988),Adventure|Animation|Film-Noir,False
453940,2889,1283,4,972056411,M,35,3,55104,High Noon (1952),Western,False
978545,5333,988,4,960869683,F,25,7,02332,Grace of My Heart (1996),Comedy|Drama,False
564689,5785,2598,3,958148815,F,25,7,60607,Pushing Tin (1999),Comedy,False
98796,2010,2278,3,974676219,M,18,4,81520,Ronin (1998),Action|Crime|Thriller,False
960914,5468,3395,2,967155732,M,25,12,94618,Nadine (1987),Comedy,False
150945,5005,1955,4,962597486,M,45,16,92807,Kramer Vs. Kramer (1979),Drama,False
423479,1861,2054,3,974699599,M,50,16,92129,"Honey, I Shrunk the Kids (1989)",Adventure|Children's|Comedy|Fantasy|Sci-Fi,False
96409,754,110,5,975539069,M,35,7,38024,Braveheart (1995),Action|Drama|War,False
235173,5566,1250,4,959351553,M,35,7,20901,"Bridge on the River Kwai, The (1957)",Drama|War,False
664637,1920,1005,4,974730069,F,35,7,80122,D3: The Mighty Ducks (1996),Children's|Comedy,False
383859,802,345,3,975397507,M,25,16,22801,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,False
940500,5451,2476,5,959934076,F,25,1,98115,Heartbreak Ridge (1986),Action|War,False
82497,2592,3035,4,973826194,M,50,7,80004-4448,Mister Roberts (1955),Comedy|Drama|War,False
373847,1426,253,3,974859053,M,18,14,94070,Interview with the Vampire (1994),Drama|Horror,False
556512,1285,2639,3,975458828,M,35,4,98125,Mommie Dearest (1981),Drama,False
333675,436,3600,4,976245532,M,18,4,43023,Blue Hawaii (1961),Comedy|Musical,False
18973,656,2018,4,975740219,F,45,16,92106,Bambi (1942),Animation|Children's,False
907479,5720,2147,2,958503977,M,25,0,60610,"Clan of the Cave Bear, The (1986)",Drama,False
800995,5164,1208,4,961903190,F,35,17,91107,Apocalypse Now (1979),Drama|War,False
123613,5555,1801,3,959460946,M,1,10,37830,"Man in the Iron Mask, The (1998)",Action|Drama|Romance,False
687375,1717,1321,3,990305022,F,50,6,30307,"American Werewolf in London, An (1981)",Horror,False
41525,5569,150,4,959309338,F,18,1,07666,Apollo 13 (1995),Drama,False
752824,2629,2118,5,973628582,M,25,11,15237,"Dead Zone, The (1983)",Horror|Thriller,False
335480,2931,3753,5,972711942,M,18,4,16803,"Patriot, The (2000)",Action|Drama|War,False
475592,3401,915,4,980116390,M,35,7,76109,Sabrina (1954),Comedy|Romance,False
440145,2756,592,4,973193054,M,18,4,97331,Batman (1989),Action|Adventure|Crime|Drama,False
580198,3412,2822,4,968726489,M,25,18,85213,Medicine Man (1992),Adventure|Romance,False
459501,2054,329,3,974662824,M,25,12,03110,Star Trek: Generations (1994),Action|Adventure|Sci-Fi,False
743665,889,2259,3,975254466,M,45,20,10024,Blame It on Rio (1984),Comedy|Romance,False
863130,975,3251,4,975125621,M,35,0,98136,Agnes of God (1985),Drama|Mystery,False
152079,1899,1124,3,975036272,F,45,6,02135,On Golden Pond (1981),Drama,False
761375,4459,1663,3,965074581,M,25,1,28027,Stripes (1981),Comedy,False
95682,2105,3257,2,984980521,M,25,1,24060,"Bodyguard, The (1992)",Action|Drama|Romance|Thriller,False
904023,629,3672,4,975784591,F,1,10,48154,Benji (1974),Adventure|Children's,False
358393,3425,3500,3,967366038,M,18,20,48135,Mr. Saturday Night (1992),Comedy|Drama,False
84054,2887,1610,5,972140396,M,25,3,66205,"Hunt for Red October, The (1990)",Action|Thriller,False
347870,3878,1674,5,965837767,M,35,16,22124,Witness (1985),Drama|Romance|Thriller,False
754256,1748,3361,3,1018463561,M,50,1,04240,Bull Durham (1988),Comedy,False
116500,5475,3699,5,960835753,M,25,4,94110,Starman (1984),Adventure|Drama|Romance|Sci-Fi,False
656759,3101,232,4,969577768,M,18,15,91101,Eat Drink Man Woman (1994),Comedy|Drama,False
983059,4472,2889,4,966534633,F,45,16,14424,"Mystery, Alaska (1999)",Comedy,False
245771,1607,299,4,974732615,M,45,1,02135,Priest (1994),Drama,False
81082,3999,3107,3,965579811,M,35,17,30701,Backdraft (1991),Action|Drama,False
283744,4048,1500,2,965501623,F,35,1,89431,Grosse Pointe Blank (1997),Comedy|Crime,False
580113,1354,2822,3,975456372,F,25,2,94040,Medicine Man (1992),Adventure|Romance,False
238028,3285,2058,3,968212248,M,25,4,44706,"Negotiator, The (1998)",Action|Thriller,False
371258,3507,1711,2,967064257,M,25,0,02472,Midnight in the Garden of Good and Evil (1997),Comedy|Crime|Drama|Mystery,False
584216,1451,2528,4,974767945,M,35,20,90012,Logan's Run (1976),Action|Adventure|Sci-Fi,False
645571,5469,2527,4,959896237,M,35,12,20171,Westworld (1973),Action|Sci-Fi|Thriller|Western,False
872802,3771,1978,1,966048768,M,25,1,14982,Friday the 13th Part V: A New Beginning (1985),Horror,False
740896,4793,3044,3,963435507,F,25,6,48108,Dead Again (1991),Mystery|Romance|Thriller,False
572173,5812,2106,2,957945016,F,25,7,92120,Swing Kids (1993),Drama|War,False
676545,4699,1499,3,963564552,F,18,0,91765,Anaconda (1997),Action|Adventure|Thriller,False
122393,1448,1370,3,976139319,F,25,3,17522,Die Hard 2 (1990),Action|Thriller,False
159826,5643,349,3,958892166,F,35,1,84108,Clear and Present Danger (1994),Action|Adventure|Thriller,False
61714,3425,647,3,967366082,M,18,20,48135,Courage Under Fire (1996),Drama|War,False
797457,1701,3683,2,974706958,F,25,4,97233,Blood Simple (1984),Drama|Film-Noir,False
172361,520,2006,5,976199338,F,35,20,55104,"Mask of Zorro, The (1998)",Action|Adventure|Romance,False
175759,1120,1968,3,974911832,M,18,4,95616,"Breakfast Club, The (1985)",Comedy|Drama,False
225663,4823,1240,3,962988158,M,18,4,46219,"Terminator, The (1984)",Action|Sci-Fi|Thriller,False
653377,2761,2052,2,973150977,M,35,6,80917,Hocus Pocus (1993),Children's|Comedy,False
679225,2258,616,3,982437399,F,18,4,10033,"Aristocats, The (1970)",Animation|Children's,False
658180,4733,2143,3,963673575,M,18,18,52301,Legend (1985),Adventure|Fantasy|Romance,False
783174,5848,3152,4,957782273,M,50,20,20009,"Last Picture Show, The (1971)",Drama,False
592031,3032,2485,5,970348012,M,25,0,47303,She's All That (1999),Comedy|Romance,False
453714,5765,1282,4,958182546,M,25,11,44515,Fantasia (1940),Animation|Children's|Musical,False
241152,712,296,4,975601625,M,25,0,95136,Pulp Fiction (1994),Crime|Drama,False
985631,808,3695,1,975393300,M,25,7,85226,"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)",Comedy|Horror,False
499177,3389,2423,3,967513705,M,18,0,13603,Christmas Vacation (1989),Comedy,False
755589,3511,303,4,966974861,M,50,0,88004,"Quick and the Dead, The (1995)",Action|Adventure|Western,False
2170,4979,661,4,962600954,M,35,2,55423,James and the Giant Peach (1996),Animation|Children's|Musical,False
234002,3887,215,5,965805702,M,18,4,80513,Before Sunrise (1995),Drama|Romance,False
695253,2462,1373,3,974169716,M,35,1,44303,Star Trek V: The Final Frontier (1989),Action|Adventure|Sci-Fi,False
992473,3618,422,3,966598855,M,56,17,22657,Blink (1994),Thriller,False
747294,3097,2411,1,969637398,F,25,5,10021,Rocky IV (1985),Action|Drama,False
933916,476,69,5,976221941,M,35,0,55127,Friday (1995),Comedy,False
778504,1600,2262,2,974755823,M,35,7,08234,About Last Night... (1986),Comedy|Drama|Romance,False
846596,5061,1963,5,962482991,F,18,19,05070,Take the Money and Run (1969),Comedy,False
91832,5173,1544,4,961888626,M,1,10,60423,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,False
971509,3829,1902,4,965937844,F,25,1,22307,Dream for an Insomniac (1996),Drama|Romance,False
257098,3868,2428,2,965848383,M,18,12,73112,"Faculty, The (1998)",Horror|Sci-Fi,False
121500,4430,1265,3,965104529,F,25,0,94403,Groundhog Day (1993),Comedy|Romance,False
13340,3272,595,4,968198148,M,35,0,08330,Beauty and the Beast (1991),Animation|Children's|Musical,False
359256,1015,2702,3,979453999,M,35,3,11220,Summer of Sam (1999),Drama,False
262938,5111,162,5,962425930,M,35,2,78006,Crumb (1994),Documentary,False
911981,5716,2583,1,958511212,M,1,10,03756,Cookie's Fortune (1999),Mystery,False
759669,2541,2352,3,974045036,F,35,5,49424,"Big Chill, The (1983)",Comedy|Drama,False
160283,1141,457,5,974874845,F,25,3,84770,"Fugitive, The (1993)",Action|Thriller,False
304156,1609,2395,2,974740213,F,35,9,06830,Rushmore (1998),Comedy,False
212939,4085,2081,4,965539397,F,25,6,79416,"Little Mermaid, The (1989)",Animation|Children's|Comedy|Musical|Romance,False
467663,5101,1294,3,962362409,M,25,0,90069,M*A*S*H (1970),Comedy|War,False
120897,2837,1265,4,972572943,M,18,0,49506,Groundhog Day (1993),Comedy|Romance,False
443733,4995,1271,4,962593951,M,50,20,55419,Fried Green Tomatoes (1991),Drama,False
846911,4272,1603,4,965301833,M,45,17,37923,Mimic (1997),Sci-Fi|Thriller,False
420445,5256,3358,3,961298542,M,25,16,30269,Defending Your Life (1991),Comedy|Romance,False
257057,3516,2428,2,966967451,M,18,4,42101,"Faculty, The (1998)",Horror|Sci-Fi,False
862237,4342,1983,4,965232382,M,25,0,66614,Halloween II (1981),Horror,False
920456,411,1082,4,987173283,F,45,1,43214,"Candidate, The (1972)",Drama,False
548465,4344,2108,4,966008897,M,25,1,44240,L.A. Story (1991),Comedy|Romance,False
860060,352,2034,4,976325425,M,18,4,60115,"Black Hole, The (1979)",Sci-Fi,False
566515,2896,788,3,972018428,M,18,14,60073,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,False
981437,1625,3902,4,974723482,M,45,0,04330,Goya in Bordeaux (Goya en Bodeos) (1999),Drama,False
882993,3416,516,4,967405712,M,25,12,20850,Renaissance Man (1994),Comedy|Drama|War,False
908694,2247,3185,4,979315398,M,45,2,60613,Snow Falling on Cedars (1999),Drama,False
346037,3319,1959,5,967920368,F,56,13,92308,Out of Africa (1985),Drama|Romance,False
463722,3259,2093,2,968271477,F,18,4,95616,Return to Oz (1985),Adventure|Children's|Fantasy|Sci-Fi,False
541259,830,2968,3,975368248,M,35,7,60657,Time Bandits (1981),Adventure|Fantasy|Sci-Fi,False
293828,2180,551,5,974610476,M,25,12,27713-9225,"Nightmare Before Christmas, The (1993)",Children's|Comedy|Musical,False
165216,1333,3418,4,974777768,M,25,17,06460,Thelma & Louise (1991),Action|Drama,False
751812,2876,3770,3,973281616,M,25,17,02149,Dreamscape (1984),Adventure|Crime|Sci-Fi|Thriller,False
955514,127,3150,3,977438089,F,45,3,01770,"War Zone, The (1999)",Drama,False
549017,1880,1234,4,975382378,M,35,0,91006,"Sting, The (1973)",Comedy|Crime,False
60078,5281,1246,5,961100240,M,25,2,90210,Dead Poets Society (1989),Drama,False
141168,1733,2571,3,977461878,M,18,14,43725,"Matrix, The (1999)",Action|Sci-Fi|Thriller,False
528166,5002,2011,2,962594232,M,25,17,90505,Back to the Future Part II (1989),Comedy|Sci-Fi,False
418103,2059,1307,3,974753377,M,35,0,44130,When Harry Met Sally... (1989),Comedy|Romance,False
482579,5896,2252,2,957459335,M,25,0,60657,Hero (1992),Comedy|Drama,False
264313,4637,1127,3,964032146,F,35,9,48302,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,False
472529,4022,2174,4,965522159,M,35,14,53403,Beetlejuice (1988),Comedy|Fantasy,False
991184,3834,484,3,966406373,M,18,2,02322,Lassie (1994),Adventure|Children's,False
78082,791,2881,4,982159266,M,35,7,27511,Double Jeopardy (1999),Action|Thriller,False
824756,2627,3727,2,973629569,M,25,1,06877,Near Dark (1987),Comedy|Horror,False
696057,2047,785,4,974663938,M,1,10,06437,Kingpin (1996),Comedy,False
264795,1370,3016,4,974768243,M,35,2,92821,Creepshow (1982),Horror,False
753121,3771,2119,1,966048922,M,25,1,14982,Maximum Overdrive (1986),Horror,False
862499,4658,1985,1,963880063,M,25,4,99163,Halloween 4: The Return of Michael Myers (1988),Horror,False
711976,2866,3450,1,972479023,M,25,7,53717,Grumpy Old Men (1993),Comedy,False
655392,3163,2139,5,968867718,M,18,15,95616,"Secret of NIMH, The (1982)",Animation|Children's,False
977085,5074,2271,4,981650973,M,1,0,20132,Permanent Midnight (1998),Drama,False
565299,5090,342,4,972407905,F,35,19,75069,Muriel's Wedding (1994),Comedy|Romance,False
927108,4285,1858,5,965280016,M,35,0,62704,Mr. Nice Guy (1997),Action|Comedy,False
783522,3125,1556,2,1004735126,M,25,7,10025,Speed 2: Cruise Control (1997),Action|Romance|Thriller,False
878430,1842,3615,3,993357534,M,18,4,53190,Dinosaur (2000),Animation|Children's,False
767015,2948,804,3,971242758,M,18,14,48185,She's the One (1996),Comedy|Romance,False
613118,4662,2882,2,963870140,F,18,4,84109,Jakob the Liar (1999),Drama,False
343134,3981,912,5,965627428,F,45,0,97701,Casablanca (1942),Drama|Romance|War,False
612755,3927,1645,4,965710606,F,25,16,67846,"Devil's Advocate, The (1997)",Crime|Horror|Mystery|Thriller,False
751028,2349,1227,3,974834136,M,25,8,50309,Once Upon a Time in America (1984),Crime|Drama|Thriller,False
984602,5504,2286,4,959738597,M,45,7,85287-2702,"Fiendish Plot of Dr. Fu Manchu, The (1980)",Comedy,False
368400,4508,1274,3,964981262,M,25,20,15701,Akira (1988),Adventure|Animation|Sci-Fi|Thriller,False
881271,4089,346,3,965455836,M,25,7,79416,Backbeat (1993),Drama|Musical,False
676352,2015,1499,2,974758232,M,18,4,01003,Anaconda (1997),Action|Adventure|Thriller,False
691729,1980,2064,5,974770873,M,35,7,06460,Roger & Me (1989),Comedy|Documentary,False
554577,1447,1753,4,984374465,M,18,4,80521,Half Baked (1998),Comedy,False
960050,4508,512,4,964980691,M,25,20,15701,Robert A. Heinlein's The Puppet Masters (1994),Horror|Sci-Fi,False
35670,3138,588,4,969048268,M,35,17,46229,Aladdin (1992),Animation|Children's|Comedy|Musical,False
256660,4033,3513,3,965524189,M,25,6,43551,Rules of Engagement (2000),Drama|Thriller,False
549279,3519,1234,2,971200916,F,25,14,11215,"Sting, The (1973)",Comedy|Crime,False
894298,1605,1913,4,978638410,F,18,0,28270,Picnic at Hanging Rock (1975),Drama|Mystery,False
856948,2212,3555,4,974602165,M,18,4,80521,U-571 (2000),Action|Thriller,False
452145,1323,2080,4,974860349,F,35,2,11218,Lady and the Tramp (1955),Animation|Children's|Comedy|Musical|Romance,False
520833,2180,2948,5,974609326,M,25,12,27713-9225,From Russia with Love (1963),Action,False
610104,3819,1702,3,965948934,M,25,12,36115,Flubber (1997),Children's|Comedy|Fantasy,False
771168,5428,3614,4,960083820,F,25,6,28412,Honeymoon in Vegas (1992),Comedy|Romance,False
666111,184,262,5,1038970374,F,25,0,19001,"Little Princess, A (1995)",Children's|Drama,False
160844,2926,457,4,1006656064,F,18,2,55118,"Fugitive, The (1993)",Action|Thriller,False
971263,5663,2514,3,958770237,F,35,20,75093,Pet Sematary II (1992),Horror,False
67242,4582,2628,4,975515858,F,25,0,55408,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi,False
849516,3063,3697,3,970015560,M,18,4,03106,Predator 2 (1990),Action|Sci-Fi|Thriller,False
549319,3726,1234,4,966218571,M,25,17,92882,"Sting, The (1973)",Comedy|Crime,False
874754,1958,1526,3,994387901,F,25,1,17055,Fathers' Day (1997),Comedy,False
961686,5916,2495,2,957460661,M,50,20,48230,"Fantastic Planet, The (La Planète sauvage) (1973)",Animation|Sci-Fi,False
316479,42,353,4,978040992,M,25,8,24502,"Crow, The (1994)",Action|Romance|Thriller,False
691020,5414,1407,4,960236947,M,1,10,07652,Scream (1996),Horror|Thriller,False
93801,2683,3255,5,980029820,M,35,7,60188,"League of Their Own, A (1992)",Comedy|Drama,False
588069,1916,2731,5,974690718,M,45,7,90405,"400 Blows, The (Les Quatre cents coups) (1959)",Drama,False
126078,5922,3334,4,957471313,M,56,3,94561,Key Largo (1948),Crime|Drama|Film-Noir|Thriller,False
409386,5178,2302,2,961996602,M,50,0,45420,My Cousin Vinny (1992),Comedy,False
755892,973,2144,4,975860162,F,25,1,80026,Sixteen Candles (1984),Comedy,False
419441,1059,428,3,974951962,F,25,0,97213,"Bronx Tale, A (1993)",Drama,False
671065,3476,3639,5,967134756,M,50,0,44126,"Man with the Golden Gun, The (1974)",Action,False
862786,3807,891,3,965966757,F,35,19,32095,Halloween: The Curse of Michael Myers (1995),Horror|Thriller,False
468451,3320,2746,4,968203860,M,25,1,56082,Little Shop of Horrors (1986),Comedy|Horror|Musical,False
639630,2063,2288,3,975742987,M,25,4,43138,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller,False
190415,1326,2997,5,974776982,F,25,0,98115,Being John Malkovich (1999),Comedy,False
551767,3469,1676,2,967155666,M,45,17,02176,Starship Troopers (1997),Action|Adventure|Sci-Fi|War,False
234499,1005,1250,4,979966838,M,35,11,08003,"Bridge on the River Kwai, The (1957)",Drama|War,False
800355,1969,1208,5,974692407,F,25,3,92116,Apocalypse Now (1979),Drama|War,False
520786,1912,2948,3,1009395475,M,25,4,91325,From Russia with Love (1963),Action,False
193990,5924,1291,5,957284579,M,35,0,55417,Indiana Jones and the Last Crusade (1989),Action|Adventure,False
873605,853,2050,4,975348340,M,25,17,55447,Herbie Goes Bananas (1980),Adventure|Children's|Comedy,False
336069,3823,3682,5,965945382,M,56,7,93711,Magnum Force (1973),Western,False
664814,2504,405,1,974083701,M,25,7,98115,Highlander III: The Sorcerer (1994),Action|Sci-Fi,False
932886,966,2024,4,975115643,M,56,2,92262,"Rapture, The (1991)",Drama|Mystery,False
95158,4353,3256,5,965192663,M,25,7,11215,Patriot Games (1992),Action|Thriller,False
784935,4335,3308,3,965339303,M,35,0,74011,"Flamingo Kid, The (1984)",Comedy|Drama,False
992647,1980,2733,2,974771640,M,35,7,06460,Vibes (1988),Adventure|Comedy,False
97445,3129,110,5,969366977,M,25,7,21117,Braveheart (1995),Action|Drama|War,False
390786,3099,2699,3,969595117,M,25,17,20910,Arachnophobia (1990),Action|Comedy|Sci-Fi|Thriller,False
481673,1051,344,4,975111319,F,25,0,60513,Ace Ventura: Pet Detective (1994),Comedy,False
785663,235,2942,3,977099831,M,25,0,98153,Flashdance (1983),Drama|Romance,False
79357,181,434,2,977087870,M,18,17,33186,Cliffhanger (1993),Action|Adventure|Crime,False
2897,59,3408,4,1041962692,F,50,1,55413,Erin Brockovich (2000),Drama,False
275179,1255,896,2,974823522,M,25,17,94110,Wild Reeds (1994),Drama,False
905295,5990,1228,4,956868450,F,25,20,90046,Raging Bull (1980),Drama,False
110348,5812,2858,5,957937291,F,25,7,92120,American Beauty (1999),Comedy|Drama,False
958632,3367,2925,5,970080614,M,50,16,10025,"Conformist, The (Il Conformista) (1970)",Drama,False
966178,2915,1910,5,972864936,M,25,7,23423,I Went Down (1997),Action|Comedy|Crime,False
684576,2116,1094,3,974856622,M,18,4,49546,"Crying Game, The (1992)",Drama|Romance|War,False
41095,3450,150,4,967243726,M,25,5,78251,Apollo 13 (1995),Drama,False
802453,1523,3062,4,974746319,M,25,17,95209,"Longest Day, The (1962)",Action|Drama|War,False
197811,5621,1580,3,959097998,M,25,7,02135,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi,False
25671,5621,1270,3,959098795,M,25,7,02135,Back to the Future (1985),Comedy|Sci-Fi,False
299892,1687,3409,4,974708407,M,25,3,85013,Final Destination (2000),Drama|Thriller,False
469909,692,339,4,979437772,F,25,0,85207,While You Were Sleeping (1995),Comedy|Romance,False
645037,424,2527,4,976281708,M,25,17,55112,Westworld (1973),Action|Sci-Fi|Thriller|Western,False
238500,5278,3799,1,964023466,F,25,7,55122,Pokémon the Movie 2000 (2000),Animation|Children's,False
554318,4021,2046,4,965520407,M,50,20,95236,Flight of the Navigator (1986),Adventure|Children's|Sci-Fi,False
952857,1680,2381,1,974838315,M,25,20,95380,Police Academy 4: Citizens on Patrol (1987),Comedy,False
870493,2015,2468,2,1017608696,M,18,4,01003,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller,False
507788,2608,3097,5,973727511,F,25,1,10025,"Shop Around the Corner, The (1940)",Comedy|Romance,False
795741,391,930,4,976297897,M,45,11,22122,Notorious (1946),Film-Noir|Romance|Thriller,False
891251,59,3307,3,1041968324,F,50,1,55413,City Lights (1931),Comedy|Drama|Romance,False
484228,1299,924,2,974788148,M,25,14,02038,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller,False
300288,889,1449,4,975250212,M,45,20,10024,Waiting for Guffman (1996),Comedy,False
487025,5161,3703,4,961907637,M,25,4,30052,Mad Max 2 (a.k.a. The Road Warrior) (1981),Action|Sci-Fi,False
778216,5039,3063,3,962512980,F,35,4,97068,Poison Ivy (1992),Thriller,False
480886,481,3489,2,976218019,M,45,7,55115,Hook (1991),Adventure|Fantasy,False
246210,166,1909,4,977298046,M,18,4,92802,"X-Files: Fight the Future, The (1998)",Mystery|Sci-Fi|Thriller,False
915265,5649,848,3,958867502,F,18,4,90025,"Spitfire Grill, The (1996)",Drama,False
302133,5340,2390,4,960702869,F,50,3,95032,Little Voice (1998),Comedy,False
